Temperature (C),Apparent Temperature (C),Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Cloud Cover,Pressure (millibars),Humidity
3.888888889,0.477777778,14.49,320,11.27,0,1016.4,0.7
5.016666667,1.9,14.2807,303,11.4471,0,1015.6,0.69
5,0.972222222,20.93,300,11.27,0,1015,0.6
5,0.794444444,22.54,300,11.27,0,1015.1,0.6
3.038888889,-0.4,13.5562,292,11.4471,0,1015.23,0.65
1.111111111,-2.272222222,11.27,260,11.27,0,1015.5,0.75
1.111111111,-2.622222222,12.88,230,9.982,0,1014.8,0.75
0.033333333,-3.033333333,9.1931,215,9.982,0,1014.94,0.83
-1.111111111,-5.327777778,12.88,210,9.982,0,1014.4,0.88
0,-3.611111111,11.27,190,15.134,0,1013.5,0.82
0.694444444,-3.972222222,17.5168,200,15.1501,0,1012.81,0.83
0.555555556,-4.172222222,17.71,190,16.1,0,1011.8,0.85
1.111111111,-3.95,20.93,190,16.1,0,1010.5,0.78
1.216666667,-4.572222222,27.1929,189,15.1501,0,1009.36,0.79
2.222222222,-2.544444444,20.93,190,16.1,0,1007.8,0.72
1.666666667,-3.833333333,25.76,190,15.134,0,1007.2,0.75
1.666666667,-2.3,14.7476,191,6.7137,0,1006.11,0.79
2.222222222,-2.938888889,24.15,190,11.27,0,1004.9,0.72
2.222222222,-1.266666667,12.88,250,8.05,0,1004.5,0.72
2.155555556,-2.661111111,21.1715,243,10.7065,0,1007.21,0.85
2.777777778,-2.227777778,24.15,270,11.27,0,1006.3,0.89
5,1.377777778,17.71,270,11.27,0,1007.5,0.82
7,3.222222222,23.6831,286,11.0768,0,1008.25,0.72
7.777777778,3.644444444,30.59,290,11.27,0,1008.7,0.68
8.888888889,5.1,30.59,310,11.27,0,1009.3,0.58
8.938888889,5.3,28.7546,292,11.4471,0,1009.32,0.53
8.888888889,4.583333333,38.64,290,11.27,0,1009.5,0.54
7.777777778,4.327777778,22.54,300,11.27,0,1010,0.53
7.444444444,4.811111111,14.7798,296,11.4471,0,1010.46,0.5
5,2.116666667,12.88,260,11.27,0,1010.5,0.6
3.888888889,1.427777778,9.66,250,9.982,0,1010.7,0.7
3.922222222,1.516666667,9.4346,239,9.982,0,1010.85,0.71
3.888888889,1.427777778,9.66,210,9.982,0,1010.3,0.7
3.333333333,3.333333333,3.22,340,16.1,0,1010.2,0.79
4.444444444,4.444444444,2.5438,272,9.982,0,1010.3,0.78
2.777777778,0.527777778,8.05,210,4.025,0,1009.8,0.96
3.888888889,0.477777778,14.49,210,4.025,0,1010,0.92
4.355555556,4.355555556,2.3667,217,15.1501,0,1009.78,0.9
2.777777778,1.027777778,6.44,190,16.1,0,1010.1,0.92
1.666666667,-1.605555556,11.27,190,16.1,0,1010.2,0.96
1.733333333,-1.416666667,10.8031,191,15.1501,0,1010.38,0.96
2.222222222,-0.561111111,9.66,200,9.982,0,1010.5,0.85
0,-3.205555556,9.66,180,9.982,0,1010.7,0.92
4.811111111,1.211111111,17.1787,259,9.982,0,1011.36,0.78
5,0.622222222,24.15,280,11.27,0,1012.1,0.76
7.222222222,2.361111111,38.64,290,11.27,0,1012.8,0.71
7.85,3.722222222,30.7993,301,11.0768,0,1013.4,0.67
8.888888889,4.777777778,35.42,300,11.27,0,1014,0.58
8.888888889,4.877777778,33.81,300,11.27,0,1014.4,0.63
9.077777778,5.877777778,23.7958,311,11.4471,0,1014.57,0.56
10,7.022222222,24.15,300,11.27,0,1014.4,0.54
8.888888889,5.744444444,22.54,300,11.27,0,1014.7,0.54
7.5,6.033333333,8.2271,281,11.4471,0,1015.13,0.62
6.111111111,4.072222222,9.66,230,11.27,0,1015.9,0.65
6.111111111,5.422222222,4.83,210,9.982,0,1016,0.65
5.033333333,5.033333333,3.1073,212,11.0768,0,1016.15,0.71
2.777777778,2.777777778,3.22,350,9.982,0,1016.1,0.82
3.333333333,3.333333333,3.22,20,16.1,0,1015.8,0.79
5.205555556,2.911111111,10.0625,275,15.1501,0,1016.38,0.72
6.111111111,2.766666667,17.71,250,16.1,0,1016.4,0.65
5.555555556,3.083333333,11.27,230,16.1,0,1016.3,0.7
4.444444444,1.922222222,10.4006,219,15.1501,0,1016.09,0.8
3.888888889,2.311111111,6.44,250,16.1,0,1016,0.79
5,2.411111111,11.27,240,16.1,0,1015.8,0.76
3.938888889,1.627777778,9.0804,158,15.1501,0,1015.43,0.9
3.888888889,1.833333333,8.05,160,11.27,0,1015.2,0.89
2.777777778,2.777777778,1.61,150,11.27,0,1014.8,0.96
3,3,4.2826,18,11.0768,0,1014.98,0.96
3.888888889,3.888888889,4.83,160,11.27,0,1015.1,0.89
3.888888889,3.888888889,0,0,11.27,0,1015.2,0.89
3.938888889,1.138888889,11.27,50,9.0482,0,1015.08,0.93
3.888888889,3.888888889,3.22,170,9.982,0,1015,0.92
5,5,4.83,200,11.27,0,1014.4,0.86
3.938888889,3.938888889,4.2987,210,11.0768,0,1014.36,0.92
3.888888889,3.888888889,3.22,210,11.27,0,1014,0.92
5,5,3.22,250,11.27,0,1013.9,0.86
4.966666667,4.966666667,3.381,334,11.0768,0,1013.8,0.87
3.888888889,0.761111111,12.88,340,11.27,0,1013.7,0.89
3.888888889,1.833333333,8.05,350,11.27,0,1013.9,0.82
2.866666667,-0.061111111,10.8031,330,9.982,0,1014.2,0.9
2.777777778,-1.4,17.71,350,11.27,0,1014.3,0.89
2.777777778,-1.4,17.71,10,16.1,0,1014.6,0.85
1.838888889,-2.016666667,14.3612,350,15.1501,0,1014.62,0.9
1.666666667,-2.788888889,17.71,0,16.1,0,1015,0.89
1.111111111,-3.483333333,17.71,10,16.1,0,1015,0.89
1.161111111,-3.861111111,20.769,17,14.651,0,1014.98,0.84
0.555555556,-4.172222222,17.71,10,16.1,0,1015.3,0.82
0.555555556,-4.65,20.93,10,16.1,0,1015.5,0.78
0.555555556,-4.666666667,21.0427,358,15.1501,0,1015.32,0.74
0,-5.977777778,25.76,10,9.982,0,1015.3,0.69
0,-5.977777778,25.76,0,9.982,0,1015.3,0.69
0,-5.938888889,25.4058,358,10.3684,0,1015.32,0.7
0,-5.977777778,25.76,0,9.982,0,1015.7,0.75
1.111111111,-4.727777778,27.37,0,9.982,0,1015.8,0.69
1.022222222,-4.866666667,27.6276,0,11.4471,0,1015.89,0.69
1.111111111,-4.9,28.98,0,9.982,0,1016.1,0.69
2.222222222,-3.288888889,27.37,10,11.27,0,1015.7,0.69
2.238888889,-3.527777778,29.9782,0,11.4471,0,1015.19,0.68
2.777777778,-2.733333333,28.98,0,9.982,0,1015,0.67
2.777777778,-2.883333333,30.59,10,9.982,0,1014.8,0.7
2.794444444,-2.322222222,25.2126,0,10.3684,0,1015.11,0.66
2.222222222,-2.938888889,24.15,0,9.982,0,1015.7,0.69
1.111111111,-4.361111111,24.15,0,9.982,0,1016.1,0.75
1.216666667,-4.461111111,26.1625,0,10.3684,0,1016.21,0.68
1.111111111,-4.55,25.76,0,9.982,0,1016.5,0.69
0.555555556,-5.266666667,25.76,0,16.1,0,1016.7,0.69
0.605555556,-5.2,25.76,0,15.5204,0,1016.82,0.69
0,-5.977777778,25.76,10,16.1,0,1017.3,0.72
0,-5.977777778,25.76,10,12.075,0,1017.3,0.72
-0.033333333,-5.322222222,20.3987,9,9.982,0,1017.11,0.78
-0.555555556,-6.061111111,20.93,350,4.991,0,1017.6,0.81
-0.555555556,-4.983333333,14.49,0,6.118,0,1017.5,0.85
-1.022222222,-6.2,18.0159,0,4.9588,0,1017.25,0.91
-1.111111111,-6.761111111,20.93,0,11.27,0,1017.6,0.92
-1.111111111,-6.988888889,22.54,350,11.27,0,1017.7,0.92
-1.077777778,-6.155555556,17.3719,349,11.0768,0,1017.96,0.92
-1.111111111,-6.761111111,20.93,350,11.27,0,1018.5,0.92
-1.111111111,-5.972222222,16.1,350,4.508,0,1019,0.92
-0.05,-4.644444444,16.0195,348,5.2164,0,1019.59,0.86
0,-5.355555556,20.93,350,7.084,0,1019.8,0.85
0,-4.3,14.49,350,8.05,0,1019.7,0.85
0.033333333,-4.722222222,17.0821,349,11.0768,0,1019.78,0.86
0,-4.866666667,17.71,0,11.27,0,1019.8,0.85
0,-4.594444444,16.1,350,11.27,0,1020.1,0.85
0.05,-4.422222222,15.4882,339,10.7065,0,1020.69,0.86
0,-4.3,14.49,340,4.991,0,1021.2,0.85
-1.111111111,-5.327777778,12.88,330,4.508,0,1021.6,0.92
-0.972222222,-4.661111111,10.787,339,3.6386,0,1021.8,0.92
-1.111111111,-4.95,11.27,330,3.059,0,1022.1,0.92
-0.555555556,-4.283333333,11.27,320,3.059,0,1022.5,0.92
-1.022222222,-4.777777778,10.9963,329,3.7674,0,1022.96,0.92
-1.111111111,-4.95,11.27,320,3.059,0,1023.4,0.92
-1.111111111,-4.95,11.27,310,3.059,0,1023.7,0.88
-1.633333333,-5.494444444,10.9319,307,4.991,0,1024.08,0.89
-1.666666667,-5.622222222,11.27,300,4.508,0,1024.7,0.88
-2.222222222,-6.288888889,11.27,330,4.508,0,1025,0.88
-2.155555556,-6,10.4811,321,4.991,0,1025.1,0.88
-2.777777778,-6.961111111,11.27,340,6.118,0,1025.4,0.85
-3.888888889,-7.838888889,9.66,340,6.118,0,1026,0.84
-4.688888889,-8.911111111,10.0464,345,5.796,0,1026.71,0.86
-3.888888889,-8.3,11.27,10,6.118,0,1027.6,0.78
-3.888888889,-7.838888889,9.66,10,8.05,0,1028,0.78
-2.638888889,-5.844444444,8.0822,330,9.4185,0,1028.7,0.72
-1.111111111,-4.038888889,8.05,330,9.982,0,1029.2,0.75
0,-2.733333333,8.05,340,9.982,0,1029,0.69
1.25,-1.783333333,9.9176,340,9.982,0,1028.82,0.63
2.222222222,-1.266666667,12.88,350,9.982,0,1028.8,0.54
1.111111111,-2.622222222,12.88,350,9.982,0,1029.1,0.59
0.327777778,-3.061111111,10.626,22,9.982,0,1029.37,0.62
-1.111111111,-1.111111111,4.83,20,7.084,0,1029.8,0.75
-2.222222222,-5.85,9.66,40,7.084,0,1030.3,0.81
-2.638888889,-2.638888889,3.1717,37,6.2146,0,1030.59,0.77
-2.777777778,-2.777777778,1.61,30,6.118,0,1030.9,0.78
-3.888888889,-3.888888889,3.22,0,6.118,0,1031.2,0.84
-3.905555556,-3.905555556,3.0268,338,6.2146,0,1031.25,0.89
-3.333333333,-3.333333333,3.22,20,6.118,0,1031.4,0.85
-3.333333333,-3.333333333,3.22,350,6.118,0,1031.6,0.85
-3.283333333,-3.283333333,3.22,110,5.2647,0,1031.54,0.89
-2.777777778,-2.777777778,3.22,40,4.508,0,1031.7,0.85
-3.333333333,-3.333333333,3.22,350,4.025,0,1031.7,0.92
-2.827777778,-2.827777778,3.1556,42,4.3953,0,1031.35,0.9
-2.222222222,-2.222222222,0,0,3.059,0,1031.5,0.88
-2.222222222,-5.344444444,8.05,140,3.059,0,1031.8,0.96
-1.25,-4.861111111,10.2718,140,2.6887,0,1032,0.89
-1.111111111,-5.666666667,14.49,160,2.576,0,1032.3,0.92
-1.111111111,-5.972222222,16.1,160,4.025,0,1032.4,0.88
-1.144444444,-6.022222222,16.1483,166,6.1663,0,1032.78,0.82
1.111111111,-2.933333333,14.49,180,9.982,0,1032.8,0.69
1.111111111,-2.272222222,11.27,160,9.982,0,1032.4,0.69
1.127777778,-2.561111111,12.6868,167,11.0768,0,1032.08,0.69
2.222222222,-1.566666667,14.49,150,11.27,0,1031.7,0.59
1.111111111,-2.933333333,14.49,180,11.27,0,1031.8,0.59
0.016666667,-3.644444444,11.4954,158,9.982,0,1031.79,0.64
-1.111111111,-5.972222222,16.1,170,9.982,0,1031.8,0.63
-1.111111111,-5.972222222,16.1,180,9.982,0,1032.2,0.69
-2.205555556,-5.872222222,9.8049,179,9.982,0,1032.28,0.7
-2.222222222,-6.683333333,12.88,210,9.982,0,1032.4,0.75
-2.222222222,-6.288888889,11.27,190,15.134,0,1032.4,0.69
-2.844444444,-7.038888889,11.2378,170,14.329,0,1032.5,0.68
-3.333333333,-8.394444444,14.49,160,15.134,0,1032.5,0.68
-3.333333333,-6.027777778,6.44,170,15.134,0,1032.8,0.71
-3.455555556,-6.583333333,7.4704,167,14.329,0,1032.76,0.74
-3.888888889,-6.672222222,6.44,190,15.134,0,1032.8,0.78
-3.888888889,-8.3,11.27,180,15.134,0,1032.7,0.68
-3.922222222,-8.061111111,10.2718,174,14.329,0,1032.66,0.69
-3.888888889,-3.888888889,3.22,170,15.134,0,1032.3,0.65
-3.888888889,-3.888888889,3.22,100,11.27,0,1032.2,0.68
-4.011111111,-4.011111111,1.6744,54,11.0768,0,1032.48,0.7
-2.777777778,-2.777777778,4.83,80,11.27,0,1032.6,0.68
-2.777777778,-2.777777778,3.22,70,11.27,0,1032.7,0.68
-2.272222222,-4.361111111,5.4257,88,11.0768,0,1032.58,0.69
-1.111111111,-4.95,11.27,80,11.27,0,1032.6,0.69
0,-3.205555556,9.66,90,11.27,0,1032.3,0.63
0.888888889,-1.794444444,8.3881,130,11.0768,0,1032.01,0.63
1.111111111,-2.272222222,11.27,50,11.27,0,1031.8,0.64
1.111111111,-2.622222222,12.88,60,11.27,0,1031.8,0.64
0,-3.338888889,10.1752,63,11.0768,0,1031.98,0.62
-1.111111111,-4.038888889,8.05,40,11.27,0,1032.2,0.75
-2.222222222,-6.288888889,11.27,30,9.982,0,1032.5,0.81
-2.777777778,-2.777777778,4.0089,43,7.5348,0,1032.58,0.84
-3.888888889,-3.888888889,4.83,20,4.991,0,1032.7,0.84
-4.444444444,-4.444444444,3.22,10,4.991,0,1032.7,0.92
-5.833333333,-5.833333333,3.2039,342,3.7352,0,1032.7,0.91
-6.666666667,-9.877777778,6.44,300,2.576,0,1032.8,0.92
2.777777778,-0.266666667,11.27,180,12.075,0,1019.1,0.92
2.622222222,-0.227777778,10.2718,170,11.753,0,1018.99,0.89
3.333333333,0.405555556,11.27,160,12.075,0,1019.2,0.85
3.333333333,0.405555556,11.27,170,12.075,0,1019.7,0.85
3.505555556,2.077777778,5.8443,174,11.753,0,1020.39,0.82
3.888888889,1.427777778,9.66,250,9.982,0,1020.7,0.82
5,1.6,16.1,290,9.982,0,1021.2,0.86
6.044444444,3.544444444,11.9623,316,9.982,0,1022.04,0.86
6.111111111,6.111111111,4.83,260,9.982,0,1023,0.86
7.222222222,4.822222222,12.88,310,9.982,0,1024.1,0.86
7.794444444,5.988888889,10.1269,319,9.982,0,1024.44,0.82
7.777777778,5.044444444,16.1,300,11.27,0,1025,0.83
8.888888889,6.85,12.88,310,11.27,0,1024.9,0.77
9.983333333,8.716666667,9.4829,293,11.0768,0,1024.54,0.71
10,8.705555556,9.66,340,11.27,0,1024.7,0.66
10,8.438888889,11.27,310,11.27,0,1024.9,0.66
8,8,4.7817,274,11.0768,0,1025.29,0.75
6.111111111,4.072222222,9.66,290,11.27,0,1025.6,0.76
2.777777778,2.777777778,3.22,240,9.982,0,1025.9,0.89
2.844444444,2.844444444,3.3488,233,9.6117,0,1026.01,0.9
2.222222222,2.222222222,4.83,200,3.059,0,1025.9,0.92
2.222222222,2.222222222,4.83,170,9.982,0,1026,0.92
1.266666667,-1.738888889,9.821,162,6.9713,0,1025.56,0.93
1.111111111,-0.894444444,6.44,180,3.059,0,1025.1,0.96
-6.111111111,-9.238888889,6.44,350,0.161,0,1032.9,0.92
-6.527777778,-6.527777778,2.898,6,1.127,0,1032.78,0.91
-6.666666667,-6.666666667,3.22,350,0.161,0,1032.9,0.92
-6.666666667,-6.666666667,0,0,0.161,0,1032.7,0.92
-6.177777778,-6.177777778,2.9624,168,0.7728,0,1032.51,0.92
-6.111111111,-6.111111111,0,0,0.161,0,1032.5,0.88
-7.222222222,-7.222222222,0,0,0.161,0,1032.4,0.96
-7.377777778,-7.377777778,2.3184,36,0.7728,0,1032.76,0.96
-7.222222222,-7.222222222,0,0,0.161,0,1033,0.88
-7.222222222,-7.222222222,0,0,1.288,0,1033.3,0.88
-4.861111111,-4.861111111,3.3005,164,6.7137,0,1033.18,0.8
-5,-5,4.83,230,9.982,0,1033.4,0.84
-2.777777778,-6.961111111,11.27,190,9.982,0,1033.2,0.63
-1.144444444,-4.9,10.8997,186,9.982,0,1032.71,0.5
-1.111111111,-4.527777778,9.66,190,9.982,0,1032.2,0.51
-1.111111111,-4.038888889,8.05,190,9.982,0,1032.1,0.51
-2.205555556,-4.45,5.796,145,9.982,0,1032.34,0.54
-2.777777778,-2.777777778,4.83,150,9.982,0,1032.4,0.63
-5,-9.638888889,11.27,170,9.982,0,1032.7,0.68
-6.094444444,-10.62777778,10.1752,180,9.982,0,1033.01,0.73
-7.222222222,-13.17777778,14.49,200,9.982,0,1033.2,0.8
-7.777777778,-13.86111111,14.49,200,16.1,0,1033.7,0.74
-8.4,-13.46666667,10.4167,178,15.1501,0,1034.03,0.69
-8.888888889,-12.45,6.44,170,16.1,0,1034,0.73
-10,-13.73333333,6.44,150,16.1,0,1034,0.77
-10.03333333,-13.38333333,5.7316,164,15.1501,0,1033.85,0.71
-10.55555556,-10.55555556,3.22,150,16.1,0,1033.8,0.76
-11.11111111,-11.11111111,3.22,110,16.1,0,1033.4,0.8
-11.16111111,-11.16111111,3.22,96,15.1501,0,1032.97,0.81
-11.11111111,-11.11111111,4.83,30,9.982,0,1032.7,0.8
-11.11111111,-15.78888889,8.05,50,9.982,0,1032.3,0.8
-11.28333333,-16.45555556,9.177,47,9.982,0,1031.87,0.81
-8.888888889,-13.78888889,9.66,40,9.982,0,1031.9,0.73
-7.222222222,-11.21666667,8.05,60,9.982,0,1031.9,0.67
-5.155555556,-8.933333333,8.4364,53,9.982,0,1031.46,0.63
-2.777777778,-6.511111111,9.66,50,9.982,0,1031.2,0.63
-1.111111111,-4.527777778,9.66,60,9.982,0,1030.3,0.6
-1.094444444,-4.466666667,9.5151,72,11.4471,0,1029.91,0.53
0,0,3.22,50,11.27,0,1029.4,0.51
-1.111111111,-4.527777778,9.66,40,11.27,0,1029.2,0.6
-2.033333333,-5.777777778,10.2074,26,10.3684,0,1029.15,0.65
-2.777777778,-6.511111111,9.66,40,9.982,0,1029.2,0.71
-5,-9.638888889,11.27,40,6.118,0,1029.3,0.84
-4.966666667,-8.811111111,8.7262,51,6.7137,0,1029.42,0.8
-6.111111111,-6.111111111,4.83,70,6.118,0,1029.4,0.88
-6.111111111,-9.238888889,6.44,70,6.118,0,1029.5,0.84
-7.133333333,-7.133333333,3.1073,60,6.7137,0,1029.51,0.85
-8.333333333,-11.80555556,6.44,50,6.118,0,1029.3,0.88
0.555555556,-1.538888889,6.44,180,1.932,0,1024.6,0.92
0.555555556,-2.761111111,10.4972,181,0.2898,0,1023.73,0.97
1.111111111,-0.894444444,6.44,170,0.966,0,1023.1,0.96
-0.555555556,-4.283333333,11.27,180,0.161,0,1022.6,0.96
-0.938888889,-4.538888889,10.465,170,0.161,0,1021.83,0.97
-1.111111111,-4.038888889,8.05,190,0.161,0,1020.7,1
0,-3.972222222,12.88,170,0.161,0,1020.4,0.92
-0.05,-3.488888889,10.4972,169,0.161,0,1019.84,0.93
-0.555555556,-4.283333333,11.27,160,0.161,0,1019.3,0.96
1.111111111,-3.216666667,16.1,160,0.322,0,1018.8,0.92
2.344444444,-1.777777778,16.6313,169,1.9964,0,1017.88,0.92
5,2.116666667,12.88,160,4.991,0,1016.8,1
6.111111111,4.072222222,9.66,170,8.05,0,1015.5,0.86
7.744444444,6.322222222,8.211,179,7.9856,0,1014.84,0.84
7.777777778,6.055555556,9.66,180,9.016,0,1014.3,0.83
7.777777778,6.4,8.05,200,8.05,0,1015.1,0.89
7.361111111,5.794444444,8.5491,200,6.9713,0,1015.59,0.87
7.777777778,5.494444444,12.88,280,11.27,0,1015.8,0.83
7.777777778,4.033333333,25.76,340,11.27,0,1016.5,0.83
7.361111111,5.372222222,10.626,315,11.0768,0,1017.71,0.86
6.111111111,4.072222222,9.66,280,9.982,0,1017.9,0.86
6.111111111,3.75,11.27,270,16.1,0,1018.2,0.86
6.65,3.572222222,16.6635,310,15.1501,0,1018.11,0.76
6.111111111,2.766666667,17.71,300,16.1,0,1018.5,0.73
5.555555556,2.072222222,17.71,300,16.1,0,1018.9,0.7
4.55,1.338888889,14.1841,290,15.1501,0,1018.97,0.69
3.333333333,-0.205555556,14.49,300,16.1,0,1018.9,0.73
2.222222222,-1.566666667,14.49,300,16.1,0,1018.7,0.75
0.816666667,0.816666667,3.6869,267,15.1501,0,1017.63,0.81
-1.111111111,-4.527777778,9.66,210,9.982,0,1016.8,0.88
-1.111111111,-4.527777778,9.66,180,9.982,0,1016,0.81
-1.755555556,-5.494444444,10.3845,193,9.982,0,1014.71,0.88
0,-3.611111111,11.27,190,9.982,0,1013.9,0.85
2.222222222,-1.266666667,12.88,190,9.982,0,1012.2,0.79
3.888888889,-0.505555556,21.5579,189,10.3684,0,1010.66,0.71
6.111111111,2.044444444,24.15,180,9.982,0,1008.2,0.6
7.222222222,3.466666667,24.15,180,9.982,0,1006,0.51
7.188888889,3.133333333,27.3861,189,10.3684,0,1004,0.59
7.222222222,3.622222222,22.54,190,9.982,0,1002,0.6
6.111111111,2.377777778,20.93,180,9.982,0,999.9,0.7
6.111111111,3.683333333,11.6403,172,11.4471,0,998.7,0.71
5,2.411111111,11.27,160,11.27,0,997.3,0.76
5,0.622222222,24.15,150,11.27,0,995.5,0.82
5.122222222,1.827777778,15.6009,171,11.0768,0,994.15,0.83
7.222222222,3.322222222,25.76,200,11.27,0,993.6,0.71
7.222222222,4.15,17.71,190,16.1,0,992.5,0.71
5.677777778,3.144444444,11.7208,198,15.1501,0,992.9,0.83
7.222222222,3.788888889,20.93,250,16.1,0,992.6,0.73
5.555555556,1.677777778,20.93,290,16.1,0,992.9,0.82
5.555555556,3.122222222,11.0768,262,15.1501,0,992.74,0.81
5,2.411111111,11.27,260,16.1,0,993.2,0.79
3.333333333,-0.205555556,14.49,270,16.1,0,993.6,0.82
2.95,0.116666667,10.4811,269,15.1501,0,993.39,0.81
2.222222222,-0.933333333,11.27,260,9.982,0,993.5,0.79
2.777777778,-0.594444444,12.88,300,9.982,0,993.8,0.76
2.288888889,-1.294444444,13.4435,279,9.982,0,995.29,0.75
2.222222222,-0.561111111,9.66,290,11.27,0,996.2,0.72
2.777777778,-0.594444444,12.88,290,11.27,0,997.2,0.76
3.994444444,-0.583333333,23.345,310,10.3684,0,997.58,0.7
5,0.305555556,27.37,320,11.27,0,997.7,0.7
6.111111111,1.105555556,35.42,330,11.27,0,997.4,0.65
6.127777778,1.172222222,34.7438,330,11.4471,0,997.48,0.65
6.111111111,1.888888889,25.76,330,11.27,0,998.4,0.65
6.111111111,1.222222222,33.81,330,11.27,0,999.4,0.65
6.127777778,1.638888889,28.8351,330,10.3684,0,1000.47,0.6
5,0.622222222,24.15,330,9.982,0,1001.8,0.65
3.888888889,-0.805555556,24.15,330,9.982,0,0,0.7
3.055555556,-2,25.3253,338,9.982,0,1004.9,0.75
2.777777778,-2.227777778,24.15,330,9.982,0,1006.3,0.76
3.333333333,-1.688888889,25.76,330,16.1,0,1007.6,0.73
2.361111111,-2.455555556,21.6223,330,15.1501,0,1008.79,0.75
2.222222222,-2.544444444,20.93,330,16.1,0,1009.6,0.75
2.222222222,-3.116666667,25.76,330,16.1,0,1010.3,0.75
1.855555556,-3.866666667,28.3843,321,15.1501,0,1011.35,0.78
2.222222222,-3.116666667,25.76,320,16.1,0,1012.4,0.75
2.222222222,-3.116666667,25.76,330,16.1,0,1013.1,0.75
1.772222222,-3.538888889,24.3271,321,15.1501,0,1013.47,0.78
1.111111111,-4.361111111,24.15,330,9.982,0,1013.7,0.75
1.111111111,-4.55,25.76,330,9.982,0,1014.1,0.75
1.161111111,-4.35,24.633,321,10.3684,0,1014.79,0.75
1.111111111,-4.161111111,22.54,330,11.27,0,1015.9,0.75
2.222222222,-2.744444444,22.54,340,11.27,0,1017.2,0.69
2.777777778,-2.133333333,23.345,340,10.3684,0,1017.98,0.62
3.888888889,-0.972222222,25.76,340,9.982,0,1017.6,0.57
3.888888889,-0.622222222,22.54,0,11.27,0,1017.1,0.52
4.027777778,0.588888889,14.8603,352,11.4471,0,1016.68,0.48
3.888888889,1.427777778,9.66,10,9.982,0,1016.4,0.52
3.888888889,1.072222222,11.27,310,11.27,0,1016.4,0.52
2.883333333,0.266666667,9.499,300,10.3684,0,1016.15,0.56
0,0,3.22,280,9.982,0,1016,0.69
-1.111111111,-1.111111111,3.22,150,9.982,0,1015.9,0.75
-1.944444444,-1.944444444,3.8157,217,9.982,0,1015.64,0.81
-2.777777778,-2.777777778,3.22,250,9.982,0,1015.3,0.78
-1.666666667,-4.105555556,6.44,230,15.134,0,1014.9,0.75
-0.35,-4,11.1412,231,14.329,0,1014.45,0.82
0.555555556,-2.944444444,11.27,250,12.075,0,1014.2,0.82
0.555555556,-1.538888889,6.44,250,9.982,0,1013.6,0.82
1.266666667,-0.85,6.8264,230,9.982,0,1013.25,0.82
1.111111111,-2.272222222,11.27,250,8.05,0,1013.3,0.85
0.555555556,-1.538888889,6.44,230,4.025,0,1012.7,0.92
0.605555556,-2.877777778,11.2378,241,4.4597,0,1012.18,0.93
0,-3.205555556,9.66,210,3.059,0,1011.7,1
1.111111111,-1.883333333,9.66,210,4.025,0,1011.6,0.92
1.127777778,-1.594444444,8.6779,239,4.8622,0,1011.65,0.93
2.222222222,-0.127777778,8.05,280,4.508,0,1011.5,0.92
2.777777778,-0.883333333,14.49,300,8.05,0,1011.9,0.96
2.727777778,-0.238888889,10.8514,301,7.9856,0,1012.13,0.96
3.888888889,0.222222222,16.1,330,8.05,0,1012,0.92
3.888888889,0.477777778,14.49,0,6.118,0,1011.7,0.92
3.922222222,0.55,14.3129,347,6.3434,0,1011.71,0.9
3.888888889,0.477777778,14.49,0,6.118,0,1012,0.89
3.888888889,1.427777778,9.66,10,6.118,0,1012.6,0.89
2.95,0.383333333,9.3541,14,4.991,0,1013.08,0.96
2.777777778,0.527777778,8.05,10,4.025,0,1013.7,0.96
2.777777778,2.777777778,4.83,0,4.025,0,1014.1,0.96
2.45,0.961111111,5.5867,10,4.5885,0,1014.38,0.91
2.222222222,1.022222222,4.83,50,4.025,0,1015,0.92
1.666666667,1.666666667,3.22,60,3.059,0,1015.3,0.96
1.65,1.65,3.9284,329,2.6887,0,1015.68,0.93
1.111111111,1.111111111,3.22,320,0.483,0,1015.9,0.96
1.111111111,1.111111111,3.22,320,3.059,0,1016.1,0.96
1.161111111,1.161111111,3.4454,327,5.2647,0,1016.31,0.93
0.555555556,0.555555556,0,0,4.991,0,1016.7,0.96
-0.555555556,-0.555555556,0,0,6.118,0,1017.1,0.96
0.727777778,-1.444444444,6.7459,320,6.9713,0,1017.12,0.92
0,-1.488888889,4.83,300,9.982,0,1017.1,0.92
1.111111111,-2.933333333,14.49,310,9.982,0,1017.5,0.92
0.088888889,-3.005555556,9.3219,354,7.8568,0,1018.07,0.93
0,-2.733333333,8.05,320,8.05,0,1018.8,0.92
1.111111111,-2.272222222,11.27,310,8.05,0,1019.7,0.85
2.294444444,-0.888888889,11.4471,330,10.7065,0,1019.95,0.93
3.888888889,0.477777778,14.49,340,11.27,0,1020.1,0.89
3.888888889,-0.011111111,17.71,330,11.27,0,1020.2,0.89
4.011111111,0.227777778,17.0821,332,10.7065,0,1020.22,0.88
5,2.116666667,12.88,350,11.27,0,1020.7,0.82
5,5,4.83,350,11.27,0,1021.1,0.86
5,5,3.3327,3,10.7065,0,1021.56,0.82
3.888888889,3.888888889,0,0,11.27,0,1022.3,0.89
3.888888889,3.888888889,3.22,270,11.27,0,1022.9,0.89
3.855555556,0.761111111,12.6546,310,9.4829,0,1023.33,0.83
3.888888889,0.477777778,14.49,320,9.982,0,1023.8,0.82
